84.408,95.792,121.65,99.243,39.295,116.92,110.86,111.65,60.505,107.68,88.845,101.12,125.63,100.71,43.159,128.25,114.33,51.463,117.2,85.713,92.724,95.182,120.05,46.666,119.25,104.4,63.733,112.59,85.862,79.841,88.687,119.62,136.72,100,47.437,140.57,120.01,121.57,60.124,124.64,79.989,112.55,72.943,113.41,81.706,87.961,90.522,144.43,96.114,50.797,135.55,122.2,122.21,44.517,128.37
153,152.66,108.12,148.23,117.46,110.94,101.46,102.26,140.66,97.898,167.27,151.45,117.25,157.26,119.04,106.89,114.81,140.8,105.43,160.3,159.26,144.36,106.9,128.59,102.18,104.71,144.78,107.98,140.7,156.37,150.12,109.49,115.89,157.3,115.12,109.29,110.33,123.08,154.65,104.49,145.34,114.27,154.28,104.29,154.15,163.07,147.84,126.1,155.94,107.38,126.59,104.37,109.68,118.54,119.61
111.89,118.95,59.372,96.645,76.504,67.834,62.587,51.377,102.54,57.417,107.51,118.98,66.733,110.4,78.826,64.57,63.836,89.979,62.231,111.26,105.6,110.11,60.983,74.288,64.723,54.645,85.954,65.177,102.47,109.49,110.94,80.475,78.415,115.51,60.965,78.755,77.449,65.278,83.885,70.514,93.509,61.362,97.988,65.884,103.5,111.13,105.64,92.248,114.86,59.628,91.563,94.216,83.099,73.332,86.787
95.764,102.1,122.24,109.87,48.26,127.89,109.35,115.67,66.08,112.07,113.37,115.18,116.73,112.08,42.949,108.41,108.36,78.071,117.17,128.14,126.86,124.86,98.488,74.514,101.25,86.516,103.3,89.593,111.38,129.9,121.32,105.95,117.16,141.3,69.185,108.92,97.698,97.196,93.68,103.48,109.55,94.028,113.65,89.854,113.97,118.2,122.2,124.56,129.84,64.256,126.25,109.97,113.58,64.008,125.45
143.32,140.28,92.038,136.66,85.449,85.543,76.055,90.896,121.1,81.873,155.34,141.41,101.8,148.88,101.03,93.587,92.957,129.82,81.6,149.72,144.57,148.24,86.068,118.88,76.739,75.619,135.74,80.067,134.75,143.62,143.93,83.469,91.994,145.64,94.891,95.474,83.46,90.842,133.35,82.857,138.87,84.422,142.54,79.182,137.65,151.19,143.31,99.313,140.07,87.272,93.388,82.976,97.822,109.07,86.94
135.81,129.54,93.254,130.59,81.129,93.257,85.704,91.555,106.69,86.587,134.3,139.74,97.307,127.63,78.175,108.35,95.584,91.778,100.73,109.35,116.38,131.51,99.25,87.28,93.76,100.33,101.55,83.445,111.01,108.3,116.31,110.79,122.37,129.28,58.141,115.27,105.9,105.7,84.549,108.95,104.69,94.569,101.12,92.713,108.92,121.5,121.96,121.17,132.53,72.222,122.72,115.71,105.11,74.987,113.79
85.994,99.096,120.57,99.846,39.034,126.64,114.25,116.73,53.318,110.64,86.529,100.72,131.62,104.87,46.159,127.93,122.37,52.46,116.09,65.72,82.857,88.17,114.22,47.483,119.21,93.447,74.752,98.228,86.192,90.286,97.853,119.78,127.85,105.42,47.207,119.89,109.92,110.97,55.948,117.47,80.091,106.34,65.268,105.18,89.87,82.778,96.784,131.52,99.525,42.552,137.43,115.65,118.32,44.301,132.57
94.836,106.81,148.93,102.1,70.292,151.81,137.12,163.24,78.242,154.72,107.18,108.3,163.11,114.22,73.295,148.32,159.42,74.728,149.52,83.104,107.55,82.244,157.81,68.043,163.83,148.29,74.299,155.19,104.45,86.535,96.197,152.58,160.81,102.1,89.147,145.22,148.17,171.49,84.259,160.31,110.83,161.35,83.569,152.58,101.55,89.96,106.12,156.87,86.544,87.604,151.47,140.65,157.11,72.703,156.39
145.09,144,93.95,139.88,102.97,98.547,87.722,93.854,127.99,84.705,144.2,144.84,96.105,148.1,113.13,92.562,99.368,120.45,97.734,143.94,146.61,136.15,88.096,111.89,93.335,84.17,125.62,82.558,133.69,135.49,139.8,97.538,114.71,137.86,79.176,111.06,93.823,103.08,106.71,99.633,112.48,100.79,122.41,90.814,129.47,132.4,137.3,113.21,147.55,81.583,111.47,94.056,107.58,98.076,110.87
141.15,138.36,88.748,135.71,76.629,83.888,81.538,85.755,106.75,79.906,138.05,141.56,101.32,138.65,74.411,100.67,82.392,99.551,80.374,135.17,138.88,135.53,97.659,101.32,80.263,74.397,121.57,74.786,135.73,138.79,144.17,85.852,97.854,135.68,80.961,88.515,76.396,89.253,122.21,86.351,121.3,81.114,138.48,67.348,136.07,140.36,139.85,101.18,138.26,82.734,95.913,90.049,96.475,90.043,87.773
125.51,127.73,93.688,124.86,75.822,85.34,82.473,83.388,97.76,85.63,126.28,119.47,88.223,120.43,69.315,89.472,88.26,96.284,80.164,126.46,124.24,131.42,83.382,101.48,72.239,73.181,121.4,71.443,108.66,127.31,133.93,87.462,85.929,130.28,77.822,93.534,83.587,83.098,103.6,77.599,107.32,70.078,113.77,75.062,123.3,125.52,132.81,91.751,125.23,71.645,94.834,90.818,91.479,82.471,88.601
144.98,134.84,92.958,134.22,100.21,86.87,80.836,95.305,131.96,95.953,153.61,144.31,103.61,147.41,105.18,104.47,93.606,126.69,94.247,149.12,143.34,138.98,90.035,132.44,81.703,84.982,140.14,87.816,138.97,152.14,146.96,93.048,99.048,144.18,115.94,91.634,82.788,98.131,143.68,87.911,133.63,89.438,146.25,87.043,142.06,146.15,142.7,103.96,144.7,108.72,94.349,85.362,100.23,114.05,94.021
76.697,95.194,124.93,95.62,36.692,128.53,118.33,126.18,52.365,110.98,92.836,94.334,126.05,108.59,40.831,120.01,125.17,62.415,107.9,90.632,104.43,95.183,118.52,54.9,121.01,107.21,61.348,115.15,73.168,85.696,84.347,123.77,125.53,107.21,47.786,128.96,129.86,125.34,62.523,115.15,79.113,118.76,62.655,114.83,90.379,71.667,88.486,138.22,95.292,39.533,138.22,116.83,128.23,40.171,133.87
132.35,138.75,88.316,128.45,93.675,84.224,88.519,93.371,120.16,90.698,140.46,139.57,94.615,132.24,96.447,95.147,84.202,115.14,91.473,129.34,138.63,127.29,94.107,110.92,94.036,85.933,129.32,83.215,130.07,142.53,138.91,96.625,109.59,141.04,91.467,97.189,96.61,97.812,127.58,94.775,127.53,90.94,131.61,90.666,136.24,127.86,139.07,101.57,137.81,88.63,104.38,94.765,100.86,97.903,97.572
119.4,120.03,129.29,125.8,60.678,123.23,108.25,122.52,85.093,122.04,129.81,134.07,131.37,134.93,68.412,124.93,119.34,89.235,110.83,132.4,126.93,131.7,125.99,76.469,114.75,110.87,94.477,116.2,98.444,116.09,119.94,122.96,139.48,131.59,68.22,145.46,126.41,133.03,90.72,129.82,96.569,123.48,100.64,118.69,108.28,110.71,112.25,142.12,119.46,58.189,141.97,121.2,138.93,66.787,140
108.81,109.63,130.65,118.21,63.904,128.79,112.69,124.17,70.081,125.81,112.5,108.73,134.81,118.57,57.821,133.86,127.39,81.025,121.77,125.21,119.4,129.83,119.76,82.634,116.89,103.29,91.222,108.85,104.16,122.57,115.18,110.89,127.45,137.66,76.976,124.52,105.85,113.77,106.93,111.3,106.38,101.29,110.68,96.115,114.19,130.33,126.74,131.23,132.83,71.345,130.88,116.11,128.36,75.488,123.91
156.9,157.9,105.75,154.41,110.16,99.937,88.541,97.914,139.22,95.227,158.07,150.15,113.54,148.25,95.812,105.09,109.91,132.09,100.43,171.14,165.35,158.94,100.58,150.73,88.041,105.75,162.92,94.967,160.13,166.98,159.3,93.899,107.53,155.72,123.63,98.34,89.113,104.77,157.04,93.79,154.96,104.6,157.53,97.372,158.05,166.38,163.65,112.68,160.29,116.31,112.17,98.704,109.43,128.31,97.436
